ID,Name,Latitude,Longitude
KOEL,Oakley Municipal Airport,39.11178,-100.81667
KUKL,Coffey County Airport,38.30247,-95.72497
KBEC,Beech Factory Airport,37.69392,-97.21492
K19S,Sublette Municipal Airport,37.4969,-100.8329
KOIN,Oberlin Municipal Airport,39.83489,-100.53978
KOJC,"Olathe, Johnson County Executive Airport",38.85,-94.73917
KIXD,"Olathe, New Century Aircenter",38.82444,-94.88694
KICT,Wichita - Wichita Dwight D. Eisenhower National Airport,37.64722,-97.42944
KIAB,McConnell Air Force Base,37.61667,-97.26667
KHUT,"Hutchinson, Hutchinson Municipal Airport",38.06806,-97.86056
KCNU,"Chanute, Chanute Martin Johnson Airport",37.67028,-95.48417
KEWK,"Newton, Newton City/County Airport",38.05,-97.28333
KDDC,"Dodge City, Dodge City Regional Airport",37.77278,-99.96972
KGCK,Garden City Regional Airport,37.9275,-100.72444
KLBL,"Liberal, Liberal Municipal Airport",37.05,-100.96667
KGBD,"Great Bend, Great Bend Municipal Airport",38.35,-98.86667
KHYS,"Hays, Hays Regional Airport",38.85,-99.26667
KP28,"Medicine Lodge, Medicine Lodge",37.28389,-98.55278
KMHK,"Manhattan, Manhattan Municipal Airport",39.13528,-96.67778
KTOP,"Topeka, Philip Billard Municipal Airport",39.0725,-95.62583
KPTS,Atkinson Municipal Airport,37.4494,-94.7311
KFOE,"Topeka, Forbes Field",38.94139,-95.65056
KCNK,"Concordia, Blosser Municipal Airport",39.55139,-97.65056
KRSL,"Russell, Russell Municipal Airport",38.87278,-98.81306
KSLN,"Salina, Salina Municipal Airport",38.78,-97.64417
KEHA,"Elkhart, Elkhart-Morton County Airport",37.0,-101.88333
KGLD,"Goodland, Renner Field",39.3675,-101.69306
KHLC,"Hill City, Hill City Municipal Airport",39.37472,-99.82972
KCFV,"Coffeyville, Coffeyville Municipal Airport",37.09111,-95.56639
KMYZ,Marysville Municipal Airport,39.8553,-96.6306
KPPF,"Parsons, Tri-City Airport",37.32778,-95.50417
KWLD,"Winfield / Arkansas City, Strother Field",37.16806,-97.03694
KLWC,"Lawrence, Lawrence Municipal Airport",39.00833,-95.21167
KJHN,Stanton County Municipal Airport,37.5782,-101.7304
KMPR,MCPHERSON,38.35244,-97.69133
KHQG,Hugoton Municipal Airport,37.16308,-101.37052
KFSK,FORT SCOTT,37.79833,-94.76933
KFRI,Fort Riley - Marshall AAF,39.05586,-96.76166
KLYO,Lyons-Rice County Municipal Airport,38.34025,-98.22856
KAAO,Wichita Jabara Airport,37.74969,-97.21908
KULS,Ulysses Airport,37.604,-101.37356
KEMP,"Emporia, Emporia Municipal Airport",38.32889,-96.19389
K3K3,Syracuse-Hamilton County Municipal Airport,37.99858,-101.7476
KTQK,Scott City Municipal Airport,38.47502,-100.88444
KK82,Smith Center Municipal Airport,39.76261,-98.7945
KOWI,Ottawa Municipal Airport,38.5409,-95.2542
K3AU,Augusta Municipal Airport,37.6716,-97.0779
KEQA,El Dorado Captain Jack Thomas Airport,37.77534,-96.81449
K13K,Lt. William M. Milliken Airport,37.85161,-96.29202
KIDP,INDEPENDENCE,37.1584,-95.7784
KK83,Sabetha Municipal Airport,39.90544,-95.77669
KSYF,ST FRANCIS,39.763884,-101.797861
KCBK,Shalz Field Airport,39.42746,-101.04662
KEGT,WELLINGTON,37.32361,-97.38834
KADT,Atwood-Rawlins County City-County Airport,39.84034,-101.04248
KPTT,Pratt Municipal,37.7,-98.75
KK88,Allen County Airport,37.8682,-95.3869
K36K,Kearny County Airport,37.96944,-101.25558
KNRN,Norton Municipal Airport,39.85047,-99.89469
KJKL,"Jackson, Carroll Airport",37.59139,-83.31444
KHVC,Hopkinsville-Christian County Airport,36.85697,-87.45508
KCPF,Wendell H Ford Airport,37.38736,-83.26161
KFFT,"Frankfort, Capital City Airport",38.18472,-84.90333
KBRY,Samuels Field Airport,37.81433,-85.49964
KK62,FALMOUTH,38.70407,-84.39182
KOWB,"Owensboro, Owensboro-Daviess County Airport",37.74,-87.16667
KDWU,Ashland Regional Airport,38.5545,-82.738
KLEX,Lexington Blue Grass Airport,38.0339,-84.61146
KTWT,"Sturgis, Sturgis Municipal Airport",37.54083,-87.95167
KPAH,"Paducah, Barkley Regional Airport",37.05639,-88.77389
KFTK,Fort Knox,37.9,-85.96667
KM21,Muhlenberg County Airport,37.2262,-87.1564
KBYL,Williamsburg-Whitley County Airport,36.79541,-84.20127
KGLW,"Glasgow, Glasgow Municipal Airport",37.03167,-85.95361
KBWG,"Bowling Green, Bowling Green-Warren County Regional Airport",36.96444,-86.41944
KLOU,"Louisville, Bowman Field Airport",38.22778,-85.66361
KLOZ,"London, London-Corbin Airport-Magee Field",37.08944,-84.06861
KKY8,Hancock County Airport-Ron Lewis Field,37.953,-86.8592
K6I2,Lebanon-Springfield Airport,37.6352,-85.2418
KAAS,Taylor County Airport,37.35828,-85.30942
KSME,"Somerset, Somerset-Pulaski County - J.T. Wilson Field Airport",37.05417,-84.615
KCEY,"Murray Kyle Oakley Field, KY",36.6646,-88.3728
KCVG,Cincinnati/Northern Kentucky International Airport,39.04456,-84.67229
KIOB,Mount Sterling-Montgomery County Airport,38.0575,-83.9829
KSJS,Big Sandy Regional Airport,37.751,-82.6367
K2I0,Madisonville Municipal Airport,37.35593,-87.39822
KI35,Harlan,36.85933,-83.35847
KHOP,Fort Campbell U. S. Army Airfield,36.66667,-87.5
K1A6,"Middlesboro, Middlesboro-Bell County Airport",36.61056,-83.73722
KSYM,Clyde A. Thomas Regional Airport,38.215,-83.5874
KSDF,Louisville Muhammad Ali International Airport,38.17406,-85.7365
KEKQ,"Monticello, Wayne County Airport",36.85528,-84.85611
KEKX,Elizabethtown Addington Field Airport,37.686,-85.925
KEHR,Henderson City,37.81667,-87.68333
KFGX,Flemingsburg Fleming-Mason Airport,38.5418,-83.7434
KRGA,Central Kentucky Regional Airport,37.6308475,-84.3323372
KDVK,Stuart Powell Field Airport,37.5775751,-84.7694978
KPBX,Pikeville Pike County Airport and Hatcher Field,37.5587,-82.5674
KBXA,"Bogalusa, George R Carr Memorial Air Field",30.81361,-89.86472
KHZR,New Roads False River Regional Airport,30.7183,-91.4787
KAPS,Port of South Louisiana Executive Regional Airport,30.08747,-90.58283
KBKB,Ft. Polk - Fullerton Landing Strip,31.0217,-92.9107
KDRI,"De Ridder, Beauregard Parish Airport",30.83167,-93.33972
KCYD,MISS CANYAN 807,28.17,-89.22
KLCH,Lake Charles Regional Airport,30.12556,-93.22767
KLFT,"Lafayette, Lafayette Regional Airport",30.20222,-91.99306
KBTR,"Baton Rouge, Baton Rouge Metropolitan, Ryan Field",30.53722,-91.14694
KOPL,Opelousas St Landry Parish Airport,30.5584,-92.0994
KTVR,"Vicksburg, Vicksburg / Tallulah Regional Airport",32.34806,-91.03
KMNE,Minden Airport,32.64603,-93.29808
KGHB,GB172/Salsa (Shell E-P),27.84,-91.988
K3L4,Grand Chenier,29.8,-92.804
KBQP,"Bastrop, Morehouse Memorial Airport",32.75583,-91.88056
KATP,Green Canyon 787 Atlantis,27.195,-90.027
KVOA,VK 786/Petronius (Chevron),29.229,-87.781
KGRY,Green Canyon 338 Front Runner,27.625,-90.441
KIYA,Abbeville Chris Crusta Memorial Airport,29.97578,-92.08422
KDSF,Mississippi Canyon,28.35,-88.26667
KPOE,"Fort Polk, Polk AAF Ft Polk",31.05,-93.19389
KACP,"Oakdale, Allen Parish Airport",30.75056,-92.68861
KAQV,Ft. Polk - Peason Ridge,31.4,-93.2833
KPTN,Patterson Memorial,29.71667,-91.33333
K3R7,Jennings Airport,30.2427,-92.6735
K5R8,De Quincy Industrial Airpark,30.4412,-93.4735
KUXL,Southland Field,30.1314,-93.3761
KREG,Louisiana Regional Airport,30.1714,-90.9404
K0R4,Vidalia Concordia Parish,31.562,-91.5065
KHDC,"Hammond, Hammond Municipal Airport",30.52083,-90.4175
KCWF,Chenault Airpark,30.21667,-93.15
KMLU,Monroe Regional Airport,32.51557,-92.02995
KAEX,"Alexandria, Alexandria International Airport",31.33472,-92.55861
KRSN,"Ruston, Ruston Regional Airport",32.51444,-92.58833
KGAO,"Galliano, South Lafourche Airport",29.44472,-90.26111
K3F3,Mansfield - C E Rusty Williams Airport,32.0717,-93.764
KMSY,"New Orleans, New Orleans International Airport",29.99278,-90.25083
KHUM,Houma-Terrebonne Airport,29.56341,-90.66283
KDTN,"Shreveport, Shreveport Downtown Airport",32.5425,-93.74472
KARA,Acadiana Regional Airport,30.02918,-91.88451
KIER,"Natchitoches, Natchitoches Regional Airport",31.73583,-93.09917
KSHV,"Shreveport, Shreveport Regional Airport",32.44694,-93.82417
KASD,"Slidell, Slidell Airport",30.34306,-89.82194
KNBG,New Orleans Naval Air Station - Alvin Callender Field,29.83736,-90.02445
KNEW,"New Orleans, New Orleans Lakefront Airport",30.04944,-90.02889
KBAD,Barksdale Air Force Base,32.5,-93.66667
KESF,Alexandria Esler Regional Airport,31.39634,-92.28273
KEWB,"New Bedford, New Bedford Regional Airport",41.67528,-70.95694
KBED,Laurence G Hanscom Field Airport,42.46811,-71.29463
KORE,Orange Municipal Airport,42.57,-72.28693
KORH,"Worcester, Worcester Regional Airport",42.27056,-71.87306
KFIT,"Fitchburg, Fitchburg Municipal Airport",42.55194,-71.75583
KBOS,"Boston, Logan International Airport",42.36056,-71.01056
KFMH,Otis Air National Guard Base,41.65,-70.51667
KOWD,"Norwood, Norwood Memorial Airport",42.19083,-71.17389
KBVY,"Beverly, Beverly Municipal Airport",42.58361,-70.91639
KCEF,Chicopee Falls / Westover Air Force Base,42.2,-72.53333
KLWM,Lawrence Municipal Airport,42.7126,-71.12553
KGHG,Marshfield Airport,42.0983,-70.6722
KPSF,Pittsfield Municipal Airport,42.42691,-73.28897
KPVC,Provincetown Municipal Airport,42.07436,-70.21816
KCQX,"Chatham, Chatham Municipal Airport",41.6875,-69.99333
KPYM,"Plymouth, Plymouth Municipal Airport",41.90861,-70.72806
KTAN,"Taunton, Taunton Municipal Airport",41.87556,-71.02111
KACK,"Nantucket, Nantucket Memorial Airport",41.25389,-70.05972
KHYA,"Hyannis, Barnstable Municipal-Boardman Airport",41.67194,-70.26972
KMVY,Marthas Vineyard Airport,41.39298,-70.61588
KAQW,North Adams Harriman-and-West Airport,42.69731,-73.16955
KBAF,"Westfield, Barnes Municipal Airport",42.15972,-72.71278
CYYQ,"Churchill, Man.",58.73333,-94.06667
CWII,Victoria Beach,50.7,-96.56667
CXMD,"Morden CDA CS , Man.",49.18333,-98.08333
CXDW,"Deerwood RCS , Man.",49.4,-98.31667
CYWG,Winnipeg James Armstrong Richardson International Airport,49.9,-97.23333
CXWN,"Winnipeg The Forks, Man.",49.88333,-97.13333
CWPO,"Pilot Mound, Man.",49.2,-98.9
CWWS,George Island Meteorological Aeronautical Presentation System,52.8,-97.61667
CXGH,"Gimli Harbour CS, Man.",50.63111,-96.98222
CWJD,"Grand Rapids, Man.",53.18333,-99.26667
CWCF,"Berens River CS , Man.",52.35,-97.03333
CZKD,KELSEY DAM CS,56.03,-96.52
CWEQ,"Swan River, Man.",52.11667,-101.23333
CWNK,Carman U Of M,49.5,-98.03333
KFDK,Frederick Municipal Airport,39.41775,-77.36982
KFME,Fort Meade / Tipton,39.08333,-76.76667
KOXB,"Ocean City, Ocean City Municipal Airport",38.31056,-75.12389
KBWI,"Baltimore, Baltimore-Washington International Airport",39.17329,-76.68404
KGAI,Gaithersburg - Montgomery County Airport,39.16957,-77.16551
KRSP,Camp David,39.645,-77.468
K2G4,Garrett County Airport,39.5803,-79.3394
K2W6,St Marys County Airport,38.3154,-76.5501
KCGE,Cambridge-Dorchester Airport,38.5393,-76.0304
KCGS,College Park Airport,38.9806,-76.9223
KW29,Bay Bridge Field,38.9767,-76.33
KDMW,Carroll County Regional Jack B Poage Field,39.6083,-77.0077
KHGR,"Hagerstown, Washington County Regional Airport",39.70583,-77.73
KADW,Camp Springs / Andrews Air Force Base,38.81667,-76.85
K0W3,Harford County Airport,39.5682,-76.20297
KNUI,"St. Inigoes, Webster Field, Naval Electronic Systems Engineering Activity",38.14889,-76.42
KDMH,"Baltimore, Inner Harbor",39.28333,-76.61667
KSBY,"Salisbury, Salisbury-Ocean City Wicomico County Regional Airport",38.34056,-75.51028
KMTN,Baltimore / Martin,39.33333,-76.41667
KAPG,Phillips Army Air Field / Aberdeen,39.46667,-76.16667
KNAK,"Annapolis, United States Naval Academy",38.99125,-76.48907
KNHK,"Patuxent River, Naval Air Station",38.27861,-76.41389
KESN,Easton / Newman Field,38.8,-76.06667
KBGR,"Bangor, Bangor International Airport",44.79722,-68.81861
KBHB,"Bar Harbor, Hancock County-Bar Harbor Airport",44.45,-68.36667
KLEW,Auburn-Lewiston,44.05,-70.28333
KFVE,"Frenchville, Northern Aroostook Regional Airport",47.285,-68.30722
KCAR,"Caribou, Caribou Municipal Airport",46.86722,-68.01333
K40B,Clayton Lake,46.61667,-69.53333
KGNR,Greenville,45.46462,-69.5538
KPQI,Presque Isle,46.68333,-68.05
KWVL,"Waterville, Waterville Robert LaFleur Airport",44.53333,-69.68333
KPWM,"Portland, Portland International Jetport",43.64222,-70.30444
K8B0,Steven A Bean Municipal Airport,44.99,-70.6623
KRKD,"Rockland, Knox County Regional Airport",44.06667,-69.1
KHUL,"Houlton, Houlton International Airport",46.12306,-67.79194
KMLT,"Millinocket, Millinocket Municipal Airport",45.64778,-68.69194
KSFM,"Sanford, Sanford Regional Airport",43.4,-70.71667
KAUG,"Augusta, Augusta State Airport",44.32056,-69.79722
KIWI,Wiscasset Airport,43.96401,-69.71076
KIZG,"Fryeburg, Eastern Slopes Regional Airport",43.98917,-70.95028
KBEH,Southwest Michigan Regional Airport,42.12896,-86.41515
KBIV,Holland - West Michigan Regional Airport,42.74611,-86.09667
KONZ,"Detroit/Grosse Ile, Grosse Ile Airport",42.09861,-83.16111
KJXN,Jackson County Airport - Reynolds Field,42.26171,-84.46147
KJYM,Hillsdale Municipal Airport,41.91972,-84.58528
KTEW,"Mason, Mason Jewett Field Airport",42.56583,-84.42333
KOSC,"Oscoda, Oscoda-Wurtsmith Airport",44.45,-83.36667
KLAN,Capital Region International Airport,42.77616,-84.5997
KLDM,"Ludington, Mason County Airport",43.96667,-86.4
KFNT,"Flint, Bishop International Airport",42.96667,-83.74944
KOZW,"Howell, Livingston County Airport",42.62944,-83.98417
KFFX,Fremont Municipal Airport,43.43933,-85.99483
KBTL,Battle Creek Executive Airport,42.31197,-85.24144
KTTF,"Monroe, Custer Airport",41.94,-83.43472
KP58,Port Hope,44.02194,-82.79306
KP59,Copper Harbor,47.46694,-87.875
KFKS,"Frankfort, Frankfort Dow Memorial Field Airport",44.625,-86.20056
KTVC,Cherry Capital Airport,44.73898,-85.56788
KCAD,Wexford County Airport,44.27847,-85.42069
KPHN,St Clair County International Airport,42.91031,-82.53315
KPLN,Pellston Regional Airport of Emmet County,45.56443,-84.79287
K8D4,Paul C Miller/Sparta Airport,43.12744,-85.67913
KY31,West Branch Community Airport,44.2448,-84.1798
KMBL,Manistee County - Blacker Airport,44.27142,-86.23773
KCIU,"Sault Ste Marie, Chippewa County International Airport",46.25,-84.46667
KGOV,"Grayling, Grayling Army Airfield",44.68028,-84.72889
KMBS,MBS International Airport,43.5281,-84.08129
KMCD,Mackinac Island Airport,45.86628,-84.63437
KDRM,Drummond Island Airport,46.0072,-83.7427
KFPK,"Charlotte, Fitch H Beach Airport",42.57444,-84.81139
KGRR,"Grand Rapids, Gerald R. Ford International Airport",42.88083,-85.52278
KCFS,"Caro, Tuscola Area Airport",43.45861,-83.44528
KHAI,Haines Memorial Airport,41.9598,-85.5934
KCMX,Houghton County Memorial Airport,47.16597,-88.48072
KPTK,"Pontiac, Oakland County International Airport",42.66306,-83.41
KVLL,"Troy, Oakland/Troy Airport",42.54278,-83.17778
KLWA,"South Haven, South Haven Area Regional Airport",42.35083,-86.25611
KMGN,"Harbor Springs, Harbor Springs Airport",45.42556,-84.91333
KD95,Lapeer Dupont-lapeer,43.0665,-83.2715
KYIP,"Detroit, Willow Run Airport",42.23667,-83.52611
KCVX,"Charlevoix, Charlevoix Municipal Airport",45.30472,-85.27472
KMKG,"Muskegon, Muskegon County Airport",43.17111,-86.23667
KACB,"Bellaire, Antrim County Airport",44.98833,-85.19833
KRMY,Brooks Field Airport,42.25238,-84.95253
KADG,"Adrian, Lenawee County Airport",41.86778,-84.07944
KMNM,Menominee - Marinette Twin County Airport,45.12628,-87.64438
KRQB,"Big Rapids, Roben-Hood Airport",43.7225,-85.50417
KMOP,"Mount Pleasant, Mount Pleasant Municipal Airport",43.61667,-84.73333
KDET,Coleman A Young Municipal Airport,42.40729,-83.00894
KY70,Ionia County Airport,42.938,-85.0605
KHTL,"Houghton Lake, Roscommon County Airport",44.35111,-84.67417
KSAW,"Marquette, Sawyer International Airport",46.35361,-87.39528
KMTC,Selfridge Air National Guard Base,42.60458,-82.83528
KAMN,"Alma, Gratiot Community Airport",43.32194,-84.68778
KIKW,Jack Barstow Airport,43.6624,-84.26213
KDTW,"Detroit, Detroit Metropolitan Wayne County Airport",42.23139,-83.33083
KP53,Munising - Munising Lakeshore Observation,46.41167,-86.65083
KANJ,Sault Ste. Marie,46.47944,-84.35722
KHYX,Saginaw County H W Browne Airport,43.43191,-83.86476
KDUH,"Lambertville, Toledo Suburban Airport",41.73583,-83.65528
KAPN,"Alpena, Alpena County Regional Airport",45.07167,-83.56444
KPZQ,"Rogers City, Presque Isle County Airport",45.40694,-83.81278
KARB,"Ann Arbor, Ann Arbor Municipal Airport",42.22389,-83.74
KSJX,"Beaver Island, Beaver Island Airport",45.69222,-85.56639
KRNP,"Owosso, Owosso Community Airport",42.99278,-84.13889
KSLH,"Cheboygan, Cheboygan County Airport",45.65361,-84.51917
KIMT,"Iron Mountain / Kingsford, Ford Airport",45.81417,-88.10889
KBFA,Boyne Mountain Airport,45.16584,-84.92411
KIRS,"Sturgis, Kirsch Municipal Airport",41.81278,-85.43917
KISQ,"Manistique, Schoolcraft County Airport",45.97472,-86.17194
KAZO,Kalamazoo/Battle Creek International Airport,42.2283,-85.54595
KERY,"Newberry, Luce County Airport",46.31111,-85.45722
KESC,Delta County Airport,45.72268,-87.09372
KIWD,"Ironwood, Gogebic-Iron County Airport",46.53333,-90.13333
KBAX,Huron County Memorial Airport,43.77741,-82.98271
KOEB,Branch County Memorial Airport,41.93085,-85.05429
KBDE,Baudette International Airport,48.72605,-94.61215
KJKJ,Moorhead Municipal Airport,46.8404,-96.65442
KCFE,"Buffalo, Buffalo Municipal Airport",45.15889,-93.84306
KJMR,Mora Municipal Airport,45.88863,-93.26901
KY63,Elbow Lake Municipal Airport,45.98837,-95.99353
K14Y,Todd Field Airport,45.90171,-94.87275
KFBL,"Faribault, Faribault Municipal Airport",44.32983,-93.31186
KFCM,Minneapolis - Flying Cloud Airport,44.83217,-93.47051
KONA,"Winona, Winona Municipal Airport-Max Conrad Field",44.08333,-91.7
KBJI,Bemidji,47.50762,-94.92783
KJYG,St. James Municipal Airport,43.98558,-94.55299
KFFM,Fergus Falls Municipal Airport-Einar Mickel,46.28655,-96.15338
KORB,Orr Regional Airport,48.01707,-92.85376
KFGN,Flag Island,49.31667,-94.9
KFKA,"Preston, Fillmore County Airport",43.67701,-92.17422
KOTG,"Worthington, Worthington Municipal Airport",43.65,-95.58333
KOVL,Olivia Regional Airport,44.77923,-95.03033
KOWA,Owatonna Degner Regional Airport,44.11907,-93.25687
KTOB,Dodge Center Airport,44.02026,-92.8295
KBRD,Brainerd - Crow Wing County Airport,46.40205,-94.12734
KFOZ,Bigfork Municipal Airport,47.78317,-93.65326
KFRM,"Fairmont, Fairmont Municipal Airport",43.65,-94.41667
KFSE,"Fosston, Fosston Municipal Airport",47.59278,-95.77333
KGDB,"Granite Falls, Granite Falls Municipal Airport/Lenzen-Roe Memorial Field",44.75306,-95.55583
KTVF,"Thief River Falls, Thief River Falls Regional Airport",48.06667,-96.18333
KLJF,Litchfield Municipal Airport,45.09485,-94.50837
KTWM,Two Harbors,47.05,-91.75
KULM,New Ulm Municipal Airport,44.32274,-94.50244
KCBG,Cambridge Municipal Airport,45.56275,-93.26436
KHZX,Mc Gregor - Isedor Iverson Airport,46.61904,-93.31267
KPEX,"Paynesville, Paynesville Municipal Airport",45.37247,-94.73878
KLVN,"Minneapolis, Airlake Airport",44.62778,-93.22806
KGHW,Glenwood Municipal Airport,45.64564,-95.31876
KPKD,Park Rapids Municipal Airport,46.89968,-95.06681
KLXL,"Little Falls, Little Falls/Morrison County Airport-Lindbergh Field",45.95,-94.35
KPNM,Princeton,45.56425,-93.60801
KGNA,"Grand Marais, The Bay of Grand Marais",47.7472,-90.3444
KCKC,Grand Marais/Cook County Airport,47.83665,-90.38644
KGPZ,"Grand Rapids, Grand Rapids/Itasca County Airport-Gordon Newstrom Field",47.21667,-93.51667
KCNB,Canby Airfield,44.7295,-96.266
KCKN,Crookston Municipal Field,47.84042,-96.6201
KVVV,"Ortonville, Ortonville Muncipal-Martinson Field Airport",45.30556,-96.42444
KVWU,Waskish Municipal Airport,48.15014,-94.512
K04W,Hinckley Field of Dreams Airport,46.02437,-92.89905
KD39,Sauk Centre Municipal Airport,45.70566,-94.93084
KCOQ,Cloquet Carlton County Airport,46.69869,-92.5034
K21D,Lake Elmo Airport,45.0002,-92.8549
KPWC,Pine River Regional Airport,46.72654,-94.38485
KGYL,Glencoe Municipal Airport,44.7588,-94.0905
KMGG,"Maple Lake, Maple Lake Municipal Airport",45.23535,-93.98959
K9MN,Rochester - St. Mary's Hospital Heliport,44.0206,-92.48286
KXVG,"Longville, Longville Municipal Airport",46.99028,-94.20389
KMIC,"Minneapolis, Crystal Airport",45.0625,-93.35083
KHCD,"Hutchinson, Hutchinson Municipal Airport-Butler Field",44.85961,-94.38551
KHCO,Hallock Municipal Airport,48.75245,-96.93759
KACQ,Waseca Municipal Airport,44.07024,-93.55342
KMKT,"Mankato, Mankato Regional Airport",44.21667,-93.91667
KADC,Wadena Municipal Airport,46.45022,-95.21353
KHIB,Chisholm-Hibbing Airport,47.38039,-92.83245
KMML,"Marshall, Southwest Minnesota Regional Airport - Marshall/Ryan Field",44.45,-95.81667
KROS,Rush City Regional Airport,45.69628,-92.95424
KROX,"Roseau, Roseau Municipal Airport/Rudy Billberg Field",48.85,-95.7
KAEL,"Albert Lea, Albert Lea Municipal Airport",43.68333,-93.36667
KRRT,Warroad International Memorial Airport,48.93183,-95.34046
KMOX,"Morris, Morris Municipal Airport",45.56667,-95.96667
KRST,"Rochester, Rochester International Airport",43.90417,-92.49167
KDVP,Slayton Municipal Airport,43.99055,-95.78102
KRWF,Redwood Falls Municipal Airport,44.54828,-95.08042
KAIT,Aitkin Municipal Airport - Steve Kurtz Field,46.54899,-93.67573
KDLH,Duluth International Airport,46.84347,-92.1866
KSYN,Stanton Airfield,44.47362,-93.01448
KTKC,"Tracy, Tracy Municipal Airport",44.24951,-95.61189
KMSP,"Minneapolis, Minneapolis-St. Paul International Airport",44.88306,-93.22889
KSAZ,"Staples, Staples Municipal Airport",46.38083,-94.80667
KDTL,Detroit Lakes Airport-Wething Field,46.82854,-95.88567
KANE,Minneapolis / Blaine,45.14258,-93.21272
KMVE,Montevideo-Chippewa County Airport,44.96749,-95.71159
KDXX,"Madison, Madison-Lac Qui Parle County Airport",44.98394,-96.17884
KSGS,South St. Paul Municipal-Richard E. Flemi,44.86006,-93.03203
KMWM,Windom Municipal Airport,43.90999,-95.10723
KAQP,Appleton Municipal Airport,45.22488,-96.00412
KDYT,Duluth - Sky Harbor Airport,46.72452,-92.04448
KRYM,Ray S Miller Army Airfield,46.08997,-94.35986
KMZH,Moose Lake Carlton County Airport,46.41632,-92.80491
KBDH,Willmar Municipal Airport - John L. Rice Field,45.11113,-95.12583
KAUM,Austin Municipal,43.66667,-92.93333
KELO,"Ely, Ely Municipal Airport",47.81667,-91.83333
K3N8,Mahnomen County Airport,47.2605,-95.9281
KY49,Walker Municipal Airport,47.1595,-94.6453
KINL,Falls International Airport,48.55944,-93.39556
KAXN,"Alexandria, Chandler Field",45.86861,-95.39417
KSTC,St. Cloud Regional Airport,45.54415,-94.05165
KSTP,Downtown Holman Field,44.93237,-93.05588
KBBB,Benson Municipal Airport,45.33098,-95.64692
KETH,Wheaton Municipal Airport,45.78284,-96.54607
KEVM,Eveleth-Virginia Municipal Airport,47.4274,-92.49717
KJEF,"Jefferson City, Jefferson City Memorial Airport",38.59444,-92.15583
KJLN,"Joplin, Joplin Regional Airport",37.15611,-94.50056
KSZL,Whiteman Air Force Base,38.73333,-93.55
KFAM,Farmington Airport,37.76667,-90.43333
KTBN,Fort Leonard Wood,37.73333,-92.13333
KBBG,Branson,36.5321,-93.2005
KHFJ,Monett,36.9062,-94.0128
KTKX,Kennett - Kennett Memorial Airport,36.22256,-90.03671
KOZS,Camdenton Memorial Airport,37.974,-92.6912
KVER,Jesse Viertel Memorial Airport,38.94672,-92.68267
KUNO,"West Plains, West Plains Municipal Airport",36.87917,-91.905
KCDJ,"Chillicothe, Chillicothe Agri-Science Center",39.81667,-93.58333
KCGI,"Cape Girardeau, Cape Girardeau Regional Airport",37.22556,-89.57833
KLXT,"Lee's Summit, Lee's Summit Municipal Airport",38.95972,-94.37167
KVIH,"Rolla / Vichy, Rolla National Airport",38.13194,-91.76528
KLBO,LEBANON,37.64833,-92.6525
KPOF,"Poplar Bluff, Poplar Bluff Municipal Airport",36.77056,-90.32222
KRCM,Skyhaven Airport,38.7842,-93.8029
KMCI,"Kansas City, Kansas City International Airport",39.29722,-94.73056
KFWB,Branson West Muni - Emerson Field,36.6985,-93.4022
KCOU,"Columbia, Columbia Regional Airport",38.81694,-92.21833
KEZZ,Cameron Memorial Airport,39.72756,-94.27639
KLRY,Harrisonville Lawrence Smith Memorial Airport,38.611,-94.3421
KFYG,Washington Regional Airport,38.5876,-90.9938
KMAW,Malden Municipal Airport,36.6005,-89.9922
KMKC,"Kansas City, Kansas City Downtown Airport",39.12083,-94.59694
KMHL,Marshall Memorial Municipal Airport,39.0955,-93.2028
KMBY,Omar N Bradley Airport,39.46341,-92.42638
KMYJ,Mexico Memorial Airport,39.1575,-91.8183
KUUV,SULLIVAN,38.2335,-91.16433
KHAE,Hannibal Regional Airport,39.7252,-91.4439
KSIK,Sikeston Memorial Municipal Airport,36.8989,-89.5618
KEVU,Maryville Northwest Missouri Regional Airport,40.3525,-94.915
KAIZ,"Kaiser Lake Ozark, Lee C Fine Memorial Airport",38.1,-92.55
KDMO,"Sedalia, Sedalia Memorial Airport",38.71222,-93.17444
KSET,"St. Charles, St. Charles County Smartt Airport",38.93056,-90.4325
KSGF,Springfield-Branson National Airport,37.23972,-93.38972
KRAW,Warsaw Municipal Airport,38.3469,-93.3454
KGLY,"Clinton, MO",38.3566,-93.6842
KGPH,Mosby Midwest National Air Center Airport,39.3325,-94.3096
KIRK,"Kirksville, Kirksville Regional Airport",40.09722,-92.54333
KPCD,Perryville Regional Airport,37.86867,-89.86214
KSTJ,"St. Joseph, Rosecrans Memorial Airport",39.76806,-94.90917
KSTL,St. Louis Lambert International Airport,38.7525,-90.37361
KSUS,"St. Louis, Spirit Of St. Louis Airport",38.65722,-90.65583
PGRO,"Rota Island, N. Mariana Is, Rota International Airport",14.18333,145.25
PGSN,"Saipan Island, Saipan International Airport",15.11667,145.73333
PGWT,"Tinian Island, N. Mariana Is, West Tinian Airport",14.98333,145.61667
KM40,Monroe County Airport,33.87375,-88.489667
KOLV,"Olive Branch, Olive Branch Airport",34.97889,-89.78694
KBIX,Keesler Air Force Base / Biloxi,30.41667,-88.91667
KTUP,"Tupelo, Tupelo Regional Airport",34.26806,-88.77
KMBO,Madison Bruce Campbell Field Airport,32.4384,-90.1014
